S.N.,Date,Traded Companies,Ticker,No. Of Transaction,High,Low,Close,Traded Shares,Amount,Open,Difference Rs.
605,5/25/2014,Nepal Life Insurance Co. Ltd.,NLIC,8,3750,3650,3700,909,3344022,3810,"-110.00 
                                             
"
606,5/26/2014,Nepal Life Insurance Co. Ltd.,NLIC,8,3680,3601,3605,1425,5187045,3700,"-95.00 
                                             
"
607,5/27/2014,Nepal Life Insurance Co. Ltd.,NLIC,13,3700,3610,3660,2532,9300170,3605,"55.00 
                                            
"
608,5/28/2014,Nepal Life Insurance Co. Ltd.,NLIC,18,3820,3600,3820,631,2326140,3660,"160.00 
                                            
"
609,6/1/2014,Nepal Life Insurance Co. Ltd.,NLIC,13,3795,3641,3641,1382,5105120,3820,"-179.00 
                                             
"
610,6/2/2014,Nepal Life Insurance Co. Ltd.,NLIC,26,3837,3560,3837,7275,26154455,3641,"196.00 
                                            
"
611,6/3/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,3761,3612,3760,4924,18098999,3837,"-77.00 
                                             
"
612,6/4/2014,Nepal Life Insurance Co. Ltd.,NLIC,14,3760,3601,3640,1888,6956252,3760,"-120.00 
                                             
"
613,6/5/2014,Nepal Life Insurance Co. Ltd.,NLIC,10,3660,3575,3660,1922,6912690,3640,"20.00 
                                            
"
614,6/8/2014,Nepal Life Insurance Co. Ltd.,NLIC,9,3600,3541,3550,2100,7483350,3660,"-110.00 
                                             
"
615,6/9/2014,Nepal Life Insurance Co. Ltd.,NLIC,11,3596,3535,3540,1491,5289519,3550,"-10.00 
                                             
"
616,6/10/2014,Nepal Life Insurance Co. Ltd.,NLIC,6,3535,3526,3530,400,1413185,3540,"-10.00 
                                             
"
617,6/11/2014,Nepal Life Insurance Co. Ltd.,NLIC,7,3610,3530,3550,2962,10519760,3530,"20.00 
                                            
"
618,6/12/2014,Nepal Life Insurance Co. Ltd.,NLIC,9,3600,3550,3565,3379,12025150,3550,"15.00 
                                            
"
619,6/15/2014,Nepal Life Insurance Co. Ltd.,NLIC,11,3630,3565,3580,920,3303200,3565,"15.00 
                                            
"
620,6/16/2014,Nepal Life Insurance Co. Ltd.,NLIC,8,3672,3550,3672,4650,16558240,3580,"92.00 
                                            
"
621,6/17/2014,Nepal Life Insurance Co. Ltd.,NLIC,19,3660,3545,3672,2073,7533633,3672,"-112.00 
                                             
"
622,6/18/2014,Nepal Life Insurance Co. Ltd.,NLIC,15,3700,3550,3560,1205,4402265,3560,"120.00 
                                            
"
623,6/19/2014,Nepal Life Insurance Co. Ltd.,NLIC,10,3700,3650,3670,802,2938600,3680,"-10.00 
                                             
"
624,6/23/2014,Nepal Life Insurance Co. Ltd.,NLIC,9,3670,3610,3670,1541,5613930,3670,"0.00 
                                            
"
625,6/24/2014,Nepal Life Insurance Co. Ltd.,NLIC,20,3729,3699,3720,2397,8884857,3670,"50.00 
                                            
"
626,6/25/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,3750,3700,3740,1001,3720470,3720,"20.00 
                                            
"
627,6/26/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,3850,3700,3825,4780,17864553,3740,"85.00 
                                            
"
628,6/29/2014,Nepal Life Insurance Co. Ltd.,NLIC,14,3870,3750,3850,1686,6453040,3825,"25.00 
                                            
"
629,6/30/2014,Nepal Life Insurance Co. Ltd.,NLIC,14,3900,3783,3900,5851,22367430,3850,"50.00 
                                            
"
630,7/1/2014,Nepal Life Insurance Co. Ltd.,NLIC,35,4225,3930,4182,4097,16852336,3900,"282.00 
                                            
"
631,7/2/2014,Nepal Life Insurance Co. Ltd.,NLIC,62,4426,4190,4350,8039,34694682,4182,"168.00 
                                            
"
632,7/3/2014,Nepal Life Insurance Co. Ltd.,NLIC,29,4420,4205,4314,2712,11762270,4350,"-36.00 
                                             
"
633,7/6/2014,Nepal Life Insurance Co. Ltd.,NLIC,26,4448,4320,4444,6844,30128341,4314,"130.00 
                                            
"
634,7/7/2014,Nepal Life Insurance Co. Ltd.,NLIC,20,4550,4460,4500,4265,19194602,4444,"56.00 
                                            
"
635,7/8/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,4520,4480,4500,1928,8674650,4500,"0.00 
                                            
"
636,7/9/2014,Nepal Life Insurance Co. Ltd.,NLIC,6,4412,4225,4309,365,1586165,4500,"-191.00 
                                             
"
637,7/10/2014,Nepal Life Insurance Co. Ltd.,NLIC,27,4310,4225,4255,5647,23963960,4309,"-54.00 
                                             
"
638,7/13/2014,Nepal Life Insurance Co. Ltd.,NLIC,10,4335,4250,4300,857,3675929,4255,"45.00 
                                            
"
639,7/14/2014,Nepal Life Insurance Co. Ltd.,NLIC,11,4314,4220,4314,1038,4441689,4300,"14.00 
                                            
"
640,7/15/2014,Nepal Life Insurance Co. Ltd.,NLIC,13,4400,4310,4380,3320,14365207,4314,"66.00 
                                            
"
641,7/16/2014,Nepal Life Insurance Co. Ltd.,NLIC,13,4400,4321,4351,872,3815165,4380,"-29.00 
                                             
"
642,7/17/2014,Nepal Life Insurance Co. Ltd.,NLIC,26,4450,4361,4361,2816,12399321,4351,"10.00 
                                            
"
643,7/20/2014,Nepal Life Insurance Co. Ltd.,NLIC,26,4533,4440,4500,2265,10126295,4361,"139.00 
                                            
"
644,7/21/2014,Nepal Life Insurance Co. Ltd.,NLIC,24,4565,4480,4560,2203,9974193,4500,"60.00 
                                            
"
645,7/22/2014,Nepal Life Insurance Co. Ltd.,NLIC,9,4540,4480,4540,867,3913430,4560,"-20.00 
                                             
"
646,7/23/2014,Nepal Life Insurance Co. Ltd.,NLIC,8,4510,4450,4450,1161,5210050,4540,"-90.00 
                                             
"
647,7/24/2014,Nepal Life Insurance Co. Ltd.,NLIC,18,4530,4400,4400,1314,5838630,4450,"-50.00 
                                             
"
648,7/27/2014,Nepal Life Insurance Co. Ltd.,NLIC,20,4540,4400,4451,1775,7900265,4400,"51.00 
                                            
"
649,7/28/2014,Nepal Life Insurance Co. Ltd.,NLIC,2,4499,4450,4450,68,303482,4451,"-1.00 
                                             
"
650,7/30/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,4450,4380,4400,1134,4994414,4450,"-50.00 
                                             
"
651,7/31/2014,Nepal Life Insurance Co. Ltd.,NLIC,16,4500,4400,4500,945,4203305,4400,"100.00 
                                            
"
652,8/3/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,4532,4480,4480,1542,6950409,4500,"-20.00 
                                             
"
653,8/4/2014,Nepal Life Insurance Co. Ltd.,NLIC,10,4490,4450,4450,568,2539198,4480,"-30.00 
                                             
"
654,8/5/2014,Nepal Life Insurance Co. Ltd.,NLIC,10,4521,4470,4470,567,2546330,4450,"20.00 
                                            
"
655,8/6/2014,Nepal Life Insurance Co. Ltd.,NLIC,22,4505,4460,4500,1878,8445729,4470,"30.00 
                                            
"
656,8/7/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,4500,4410,4488,2849,12753155,4500,"-12.00 
                                             
"
657,8/12/2014,Nepal Life Insurance Co. Ltd.,NLIC,5,4425,4420,4425,80,353650,4488,"-63.00 
                                             
"
658,8/13/2014,Nepal Life Insurance Co. Ltd.,NLIC,12,4475,4449,4475,928,4138399,4425,"50.00 
                                            
"
659,8/14/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,4520,4460,4520,1991,8938715,4475,"45.00 
                                            
"
660,8/18/2014,Nepal Life Insurance Co. Ltd.,NLIC,34,4610,4465,4465,4654,20969915,4520,"-55.00 
                                             
"
661,8/19/2014,Nepal Life Insurance Co. Ltd.,NLIC,23,4510,4477,4500,2215,9964733,4465,"35.00 
                                            
"
662,8/20/2014,Nepal Life Insurance Co. Ltd.,NLIC,22,4495,4400,4400,1827,8076192,4500,"-100.00 
                                             
"
663,8/21/2014,Nepal Life Insurance Co. Ltd.,NLIC,15,4312,4142,4302,1259,5319259,4400,"-98.00 
                                             
"
664,8/24/2014,Nepal Life Insurance Co. Ltd.,NLIC,10,4300,4200,4230,423,1796825,4302,"-72.00 
                                             
"
665,8/25/2014,Nepal Life Insurance Co. Ltd.,NLIC,4,4146,3963,3963,130,534020,4230,"-267.00 
                                             
"
666,8/26/2014,Nepal Life Insurance Co. Ltd.,NLIC,20,4042,3760,3760,1218,4708049,3963,"-203.00 
                                             
"
667,8/27/2014,Nepal Life Insurance Co. Ltd.,NLIC,31,4136,3790,4002,2382,9608555,3760,"242.00 
                                            
"
668,8/28/2014,Nepal Life Insurance Co. Ltd.,NLIC,10,4230,4082,4146,678,2813470,4002,"144.00 
                                            
"
669,8/31/2014,Nepal Life Insurance Co. Ltd.,NLIC,12,4100,3920,3990,1266,5129510,4146,"-156.00 
                                             
"
670,9/1/2014,Nepal Life Insurance Co. Ltd.,NLIC,2,3990,3911,3911,400,1572300,3990,"-79.00 
                                             
"
671,9/3/2014,Nepal Life Insurance Co. Ltd.,NLIC,20,3905,3810,3810,2182,8460870,3911,"-101.00 
                                             
"
672,9/4/2014,Nepal Life Insurance Co. Ltd.,NLIC,27,3770,3700,3750,2034,7546085,3810,"-60.00 
                                             
"
673,9/7/2014,Nepal Life Insurance Co. Ltd.,NLIC,16,3750,3580,3580,2289,8386121,3750,"-170.00 
                                             
"
674,9/9/2014,Nepal Life Insurance Co. Ltd.,NLIC,13,3775,3650,3702,809,2987024,3580,"122.00 
                                            
"
675,9/10/2014,Nepal Life Insurance Co. Ltd.,NLIC,21,3851,3750,3750,1771,6656060,3702,"48.00 
                                            
"
676,9/11/2014,Nepal Life Insurance Co. Ltd.,NLIC,8,3715,3700,3715,940,3480700,3750,"-35.00 
                                             
"
677,9/14/2014,Nepal Life Insurance Co. Ltd.,NLIC,14,3750,3715,3750,1411,5273505,3715,"35.00 
                                            
"
678,9/15/2014,Nepal Life Insurance Co. Ltd.,NLIC,5,3850,3800,3850,450,1722050,3750,"100.00 
                                            
"
679,9/16/2014,Nepal Life Insurance Co. Ltd.,NLIC,29,3920,3825,3920,3854,14859631,3850,"70.00 
                                            
"
680,9/17/2014,Nepal Life Insurance Co. Ltd.,NLIC,14,3939,3842,3875,1276,4971145,3920,"-45.00 
                                             
"
681,9/18/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,3860,3775,3810,2209,8419579,3875,"-65.00 
                                             
"
682,9/21/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,3785,3720,3732,1321,4948839,3810,"-78.00 
                                             
"
683,9/22/2014,Nepal Life Insurance Co. Ltd.,NLIC,23,3702,3660,3700,2849,10513970,3732,"-32.00 
                                             
"
684,9/23/2014,Nepal Life Insurance Co. Ltd.,NLIC,16,3790,3725,3765,1911,7194600,3700,"65.00 
                                            
"
685,9/24/2014,Nepal Life Insurance Co. Ltd.,NLIC,6,3850,3771,3850,536,2056706,3765,"85.00 
                                            
"
686,9/28/2014,Nepal Life Insurance Co. Ltd.,NLIC,2,3978,3900,3978,196,769860,3850,"128.00 
                                            
"
687,9/29/2014,Nepal Life Insurance Co. Ltd.,NLIC,11,4264,4040,4245,1045,4351208,3978,"267.00 
                                            
"
688,9/30/2014,Nepal Life Insurance Co. Ltd.,NLIC,22,4420,4200,4260,1425,6078850,4245,"15.00 
                                            
"
689,10/8/2014,Nepal Life Insurance Co. Ltd.,NLIC,9,4295,4130,4130,523,2190519,4260,"-130.00 
                                             
"
690,10/9/2014,Nepal Life Insurance Co. Ltd.,NLIC,4,4150,4130,4150,208,862185,4130,"20.00 
                                            
"
691,10/12/2014,Nepal Life Insurance Co. Ltd.,NLIC,13,4080,3980,3999,1548,6236935,4150,"-151.00 
                                             
"
692,10/13/2014,Nepal Life Insurance Co. Ltd.,NLIC,11,4020,3900,4000,868,3446875,3999,"1.00 
                                            
"
693,10/14/2014,Nepal Life Insurance Co. Ltd.,NLIC,12,4050,4000,4030,738,2970184,4000,"30.00 
                                            
"
694,10/15/2014,Nepal Life Insurance Co. Ltd.,NLIC,7,4139,4050,4070,528,2160147,4030,"40.00 
                                            
"
695,10/16/2014,Nepal Life Insurance Co. Ltd.,NLIC,20,4200,4100,4184,2017,8412711,4070,"114.00 
                                            
"
696,10/19/2014,Nepal Life Insurance Co. Ltd.,NLIC,20,4260,4130,4260,1016,4270546,4184,"76.00 
                                            
"
697,10/20/2014,Nepal Life Insurance Co. Ltd.,NLIC,7,4300,4240,4260,973,4140830,4260,"0.00 
                                            
"
698,10/21/2014,Nepal Life Insurance Co. Ltd.,NLIC,16,4270,4190,4200,2468,10397430,4260,"-60.00 
                                             
"
699,10/22/2014,Nepal Life Insurance Co. Ltd.,NLIC,17,4280,4130,4250,3593,15109050,4200,"50.00 
                                            
"
700,10/26/2014,Nepal Life Insurance Co. Ltd.,NLIC,3,4300,4225,4250,780,3316250,4250,"0.00 
                                            
"
701,10/27/2014,Nepal Life Insurance Co. Ltd.,NLIC,27,4435,4250,4400,5273,23042329,4250,"150.00 
                                            
"
702,10/28/2014,Nepal Life Insurance Co. Ltd.,NLIC,28,4430,4390,4400,2841,12516152,4400,"0.00 
                                            
"
703,10/30/2014,Nepal Life Insurance Co. Ltd.,NLIC,12,4480,4405,4450,1384,6140735,4400,"50.00 
                                            
"
704,11/2/2014,Nepal Life Insurance Co. Ltd.,NLIC,21,4510,4460,4465,1990,8917302,4450,"15.00 
                                            
"
705,11/3/2014,Nepal Life Insurance Co. Ltd.,NLIC,18,4400,4300,4316,1721,7482088,4465,"-149.00 
                                             
"
706,11/4/2014,Nepal Life Insurance Co. Ltd.,NLIC,24,4290,4201,4225,2768,11722790,4316,"-91.00 
                                             
"
707,11/5/2014,Nepal Life Insurance Co. Ltd.,NLIC,21,4300,4175,4269,2779,11822820,4225,"44.00 
                                            
"
708,11/6/2014,Nepal Life Insurance Co. Ltd.,NLIC,41,4300,4200,4230,4667,19701314,4269,"-39.00 
                                             
"
709,11/9/2014,Nepal Life Insurance Co. Ltd.,NLIC,12,4235,4170,4180,1318,5529275,4230,"-50.00 
                                             
"
710,11/10/2014,Nepal Life Insurance Co. Ltd.,NLIC,21,4161,4105,4161,1711,7075276,4180,"-19.00 
                                             
"
